,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift
922,2079640.0,"ALLEN CREEK NEAR BOYDTON, VA",36.6796,-78.3267,3010106.0,EST,4.17,cfs,2022-08-14 18:30:00,3.23,ft,2022-08-14 18:30:00,-0.15,-3.47,-0.01,-0.31,2079640.0,BOYDTON-ALLEN CREEK,at,Allen Creek,alkv2,River Stage/Flow Location,2079640.0,36.679444,78.326944,akq,serfc,va,117.0,South Atlantic-Gulf Region,EST,No,216.5,13.0,15.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=alkv2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD 1929,216.5,,216.5,,,4232050.0,0.42,Allen Creek
3072,4232050.0,ALLEN CREEK NEAR ROCHESTER NY,43.128,-77.527,4140101.0,EST,6.86,cfs,2022-08-14 17:30:00,2.4,ft,2022-08-14 17:30:00,0.56,8.89,0.01,0.42,4232050.0,Rochester,at,Allen Creek,alln6,River Stage/Flow Location,4232050.0,43.128056,77.526944,buf,nerfc,ny,55.0,Great Lakes Region,EST,No,,5.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=alln6,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,375.67,375.67,,,,21457492.0,0.34,Allison Creek
6905,21457492.0,"ALLISON CREEK AT RD 114 NEAR YORK, SC",35.065,-81.1383,3050101.0,EST,4.04,cfs,2022-08-14 18:30:00,2.92,ft,2022-08-14 18:30:00,0.11,2.8,0.01,0.34,21457492.0,York,near,Allison Creek,alis1,River Stage/Flow Location,21457492.0,35.065,81.138333,gsp,serfc,sc,91.0,South Atlantic-Gulf Region,EST,No,,12.0,14.0,19.0,22.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=alis1,hgirg,Yes,W,-9999 Feet,No routine,No,No,No,US Geological Survey,No,No,,,,NGVD29,575.0,,,,,2224940.0,-0.59,Altamaha River
1319,2224940.0,"ALTAMAHA RIVER AT US 221, NR CHARLOTTEVILLE, GA",31.9579,-82.517,3070106.0,EST,5050,cfs,2022-08-14 18:45:00,3.39,ft,2022-08-14 18:45:00,-30.0,-0.59,-0.02,-0.59,2224940.0,Charlotteville,near,Altamaha River,chrg1,River Stage/Flow Location,2224940.0,31.957778,82.517222,jax,serfc,ga,161.0,South Atlantic-Gulf Region,EST,No,74.58,11.0,13.0,20.0,25.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=chrg1,hgirg,Yes,W,1 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,,74.58,,74.58,74.58 ft,,2225000.0,-0.41,Altamaha River
1320,2225000.0,"ALTAMAHA RIVER NEAR BAXLEY, GA",31.9391,-82.3535,3070106.0,EST,5560,cfs,2022-08-14 18:45:00,4.9,ft,2022-08-14 18:45:00,-30.0,-0.54,-0.02,-0.41,2225000.0,Baxley,near,Altamaha River,baxg1,River Stage/Flow Location,2225000.0,31.938889,82.353611,jax,serfc,ga,1.0,South Atlantic-Gulf Region,EST,No,,72.5,74.5,80.0,84.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=baxg1,hgirg,Yes,W,63 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAD27,0.0,,,,0 ft,2226000.0,0.49,Altamaha River
1323,2226000.0,"ALTAMAHA RIVER AT DOCTORTOWN, GA",31.6547,-81.8275,3070106.0,EST,5050,cfs,2022-08-14 18:00:00,6.16,ft,2022-08-14 18:00:00,30.0,0.6,0.03,0.49,2226000.0,Doctortown,at,Altamaha River,dctg1,River Stage/Flow Location,2226000.0,31.654444,81.828056,jax,serfc,ga,305.0,South Atlantic-Gulf Region,EST,No,,10.0,12.0,14.0,15.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=dctg1,hgirg,Yes,W,2 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAD27,23.6,23.6,,,,2226160.0,-4.47,Altamaha River
1324,2226160.0,"ALTAMAHA RIVER NEAR EVERETT CITY, GA",31.4269,-81.6051,3070106.0,EST,2920,cfs,2022-08-14 18:15:00,6.84,ft,2022-08-14 18:15:00,-70.0,-2.34,-0.32,-4.47,2226160.0,Everett City,near,Altamaha River,evrg1,River Stage/Flow Location,2226160.0,31.426944,81.605556,jax,serfc,ga,127.0,South Atlantic-Gulf Region,EST,No,,10.0,13.0,14.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=evrg1,hgirg,Yes,W,3.5 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,-3.87,-3.87,,,,3228805.0,0.68,Alum Creek
2208,3228805.0,Alum Creek at Africa OH,40.1823,-82.9616,5060001.0,EST,23.4,cfs,2022-08-14 18:00:00,1.48,ft,2022-08-14 18:00:00,0.8,3.54,0.01,0.68,3228805.0,Africa,at,Alum Creek,afro1,River Stage/Flow Location,3228805.0,40.182222,82.961667,iln,ohrfc,oh,0.0,Ohio Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=afro1,htirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,USGS/US Army Corps,No,No,,,,NGVD29,822.0,,,,822,10251300.0,-0.16,Amargosa River
5869,10251300.0,"AMARGOSA RV AT TECOPA, CA",35.8494,-116.231,18090202.0,PST,1.56,cfs,2022-08-14 15:30:00,6.06,ft,2022-08-14 15:30:00,-0.09,-5.45,-0.01,-0.16,10251300.0,Tecopa,near,Amargosa River,tcpc1,River Stage/Flow Location,10251300.0,35.8494,116.2308,vef,cnrfc,ca,27.0,California Region,PST,No,,0.0,12.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=vef&gage=tcpc1,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NAVD88,1292.76,,,,,12488500.0,-0.01,American River (WA)
6398,12488500.0,"AMERICAN RIVER NEAR NILE, WA",46.9776,-121.169,17030002.0,PST,79,cfs,2022-08-14 15:30:00,72.22,ft,2022-08-14 15:30:00,-1.4,-1.74,-0.01,-0.01,12488500.0,Nile,near,American River (WA),amrw1,River Stage/Flow Location,12488500.0,46.977616,121.168696,pdt,nwrfc,wa,0.0,Pacific Northwest Region,PST,No,2700,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=amrw1,hgirg,Yes,W,0 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,,,,NGVD29,2700.0,,2700,,,7377000.0,-22.22,Amite River
4986,7377000.0,"Amite River near Darlington, LA",30.8891,-90.8445,8070202.0,CST,647,cfs,2022-08-14 17:15:00,0.07,ft,2022-08-14 17:15:00,-9.0,-1.37,-0.02,-22.22,7377000.0,Darlington,near,Amite River,darl1,River Stage/Flow Location,7377000.0,30.888889,90.844444,lix,lmrfc,la,91.0,South Atlantic-Gulf Region,CST,No,,16.0,18.0,21.0,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=darl1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,145.36,145.36 ft,,,,7377150.0,-0.11,Amite River
4987,7377150.0,"Amite River at Grangeville, LA",30.7363,-90.8418,8070202.0,CST,0,,0000-00-00 00:00:00,18.48,ft,2022-08-14 17:00:00,,,-0.02,-0.11,7377150.0,Grangeville,at,Amite River,gvll1,River Stage/Flow Location,7377150.0,30.736111,90.841667,lix,lmrfc,la,37.0,South Atlantic-Gulf Region,CST,No,,34.0,35.0,40.0,44.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=gvll1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,71.4,71.4,,,,7377300.0,-0.14,Amite River
4990,7377300.0,"Amite River at Magnolia, LA",30.5349,-90.9807,8070202.0,CST,0,,0000-00-00 00:00:00,29.5,ft,2022-08-14 17:15:00,,,-0.04,-0.14,7377300.0,Magnolia,at,Amite River,magl1,River Stage/Flow Location,7377300.0,30.534722,90.980556,lix,lmrfc,la,33.0,South Atlantic-Gulf Region,CST,No,,47.0,48.0,50.0,53.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=magl1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD 1988,-1.43,,,,,7378500.0,-0.36,Amite River
5002,7378500.0,"Amite River near Denham Springs, LA",30.4641,-90.9904,8070202.0,CST,1890,cfs,2022-08-14 17:15:00,13.82,ft,2022-08-14 17:15:00,-20.0,-1.05,-0.05,-0.36,7378500.0,Denham Springs,at,Amite River,denl1,River Stage/Flow Location,7378500.0,30.463889,90.990278,lix,lmrfc,la,33.0,South Atlantic-Gulf Region,CST,No,,26.0,29.0,35.0,39.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=denl1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,-1.35,-1.35 ft,,,,7380120.0,-0.92,Amite River
5015,7380120.0,"Amite River at Port Vincent, LA",30.3327,-90.852,8070202.0,CST,2790,cfs,2022-08-14 17:00:00,2.15,ft,2022-08-14 17:15:00,40.0,1.45,-0.02,-0.92,7380120.0,Port Vincent,at,Amite River,pvll1,River Stage/Flow Location,7380120.0,30.3325,90.851944,lix,lmrfc,la,63.0,South Atlantic-Gulf Region,CST,No,,7.0,8.0,10.0,12.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=pvll1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,-1.36,-1.36 ft,,,,7380200.0,-1.17,Amite River
5018,7380200.0,"Amite River near French Settlement, LA",30.2755,-90.7793,8070202.0,CST,0,,0000-00-00 00:00:00,1.69,ft,2022-08-14 17:00:00,,,-0.02,-1.17,7380200.0,French Settlement,at,Amite River,fsll1,River Stage/Flow Location,7380200.0,30.275278,90.781944,lix,lmrfc,la,63.0,South Atlantic-Gulf Region,CST,No,,3.0,4.0,6.0,8.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=fsll1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,No,,,,MSL,0.0,,,,,7380215.0,-0.9,Amite River
5019,7380215.0,"Amite River at Hwy 22 near Maurepas, LA",30.3077,-90.6087,8070202.0,CST,0,,0000-00-00 00:00:00,2.21,ft,2022-08-14 17:00:00,,,-0.02,-0.9,7380215.0,Hwy 22 near Maurepas,at,Amite River,maul1,River Stage/Flow Location,7380215.0,30.309167,90.610278,lix,lmrfc,la,63.0,South Atlantic-Gulf Region,CST,No,,0.0,4.0,5.0,7.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=maul1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,0.0,,,,,7377230.0,-0.09,Amite River Basin
4989,7377230.0,"Little Sandy Creek at Peairs Rd SE of Milldale, LA",30.6437,-91.0075,8070202.0,CST,0,,0000-00-00 00:00:00,22.78,ft,2022-08-14 17:00:00,,,-0.02,-0.09,7377230.0,Little Sandy Creek at Peiars Rd. near Milldale,at,Amite River Basin,prcl1,River Stage/Flow Location,7377230.0,30.643611,91.0075,lix,lmrfc,la,33.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=prcl1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,39.08,,,,,7378745.0,-0.25,Amite River Basin
5005,7378745.0,"Alligator Bayou near Kleinpeter, LA",30.3213,-91.0207,8070202.0,CST,0,,0000-00-00 00:00:00,4,ft,2022-08-14 17:15:00,,,-0.01,-0.25,7378745.0,Alligator Bayou near Kleinpeter,at,Amite River Basin,alll1,River Stage/Flow Location,7378745.0,30.320833,91.02,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=alll1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,7378746.0,-0.23,Amite River Basin
5006,7378746.0,"Bayou Manchac at Alligator B. near Kleinpeter, LA",30.3214,-91.0209,8070202.0,CST,0,,0000-00-00 00:00:00,4.26,ft,2022-08-14 17:00:00,,,-0.01,-0.23,7378746.0,Bayou Manchac at Alligator Bayou near Kleinpeter,at,Amite River Basin,abkl1,River Stage/Flow Location,7378746.0,30.321111,91.020833,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=abkl1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,0.0,,,,,7378748.0,-0.69,Amite River Basin
5007,7378748.0,"Bluff Swamp near Kleinpeter, LA",30.3235,-91.0182,8070202.0,CST,0,,0000-00-00 00:00:00,4.34,ft,2022-08-14 17:00:00,,,-0.03,-0.69,7378748.0,Bluff Swamp near Kleinpeter,at,Amite River Basin,blul1,River Stage/Flow Location,7378748.0,30.323333,91.018056,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=blul1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,7378810.0,-0.65,Amite River Basin
5008,7378810.0,"Bayou Fountain at Bluebonnet Blvd near  B.R., LA",30.3585,-91.1082,8070202.0,CST,0,,0000-00-00 00:00:00,6.11,ft,2022-08-14 17:00:00,,,-0.04,-0.65,7378810.0,Bayou Fountain near Baton Rouge,at,Amite River Basin,bbrl1,River Stage/Flow Location,7378810.0,30.358333,91.108056,lix,lmrfc,la,33.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=bbrl1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,7380101.0,-1.21,Amite River Basin
5013,7380101.0,"Bayou Manchac near Little Prairie, LA",30.3405,-90.9173,8070202.0,CST,0,,0000-00-00 00:00:00,2.45,ft,2022-08-14 17:15:00,,,-0.03,-1.21,7380101.0,Bayou Manchac near Little Prairie,at,Amite River Basin,bmpl1,River Stage/Flow Location,7380101.0,30.340278,90.917222,lix,lmrfc,la,5.0,Lower Mississippi Region,CST,No,,9.0,10.0,14.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=bmpl1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,U.S. Geological Survey,Yes,No,,,,NAVD 1988,0.0,,,,,7380102.0,-2.88,Amite River Basin
5014,7380102.0,"Welsh Gully at J. Broussard Rd nr Prairieville, LA",30.3369,-90.969,8070202.0,CST,0,,0000-00-00 00:00:00,1.01,ft,2022-08-14 17:00:00,,,-0.03,-2.88,7380102.0,Welsh Gully near Prairieville,at,Amite River Basin,wgpl1,River Stage/Flow Location,7380102.0,30.336667,90.968889,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=wgpl1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,7380126.0,-2.63,Amite River Basin
5016,7380126.0,"Henderson Bayou near Port Vincent, LA",30.2974,-90.8837,8070204.0,CST,0,,0000-00-00 00:00:00,1.48,ft,2022-08-14 17:00:00,,,-0.04,-2.63,7380126.0,Henderson Bayou near Port Vincent,at,Amite River Basin,henl1,River Stage/Flow Location,7380126.0,30.297222,90.866944,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=henl1,hpirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,7380127.0,-2.38,Amite River Basin
5017,7380127.0,"Henderson Bayou Pump Station near Port Vincent, LA",30.3183,-90.8599,8070202.0,CST,0,,0000-00-00 00:00:00,0.82,ft,2022-08-14 17:00:00,,,-0.02,-2.38,7380127.0,Henderson Bayou Pump Station,at,Amite River Basin,hbpl1,River Stage/Flow Location,7380127.0,30.318056,90.859722,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=hbpl1,htirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,,,,,,,73802220.0,-0.7,Amite River Basin
7030,73802220.0,"Panama Canal at Hwy 44 near Gonzales, LA",30.1708,-90.9187,8070204.0,CST,0,,0000-00-00 00:00:00,1.42,ft,2022-08-14 17:00:00,,,-0.01,-0.7,73802220.0,Panama Canal at Hwy 44 near Gonzales,at,Amite River Basin,panl1,River Stage/Flow Location,73802220.0,30.170556,90.918611,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=panl1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,73802245.0,-3.38,Amite River Basin
7032,73802245.0,"Black Bayou E of Gonzales, LA",30.2374,-90.8701,8070204.0,CST,0,,0000-00-00 00:00:00,1.43,ft,2022-08-14 17:45:00,,,-0.05,-3.38,73802245.0,Black Bayou near Gonzales,at,Amite River Basin,bbgl1,River Stage/Flow Location,73802245.0,30.240278,90.877222,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=bbgl1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,73802273.0,-2.92,Amite River Basin
7033,73802273.0,"Bayou Francois at Hwy 61 Near Gonzales, LA",30.2274,-90.8995,8070204.0,CST,0,,0000-00-00 00:00:00,1.33,ft,2022-08-14 17:15:00,,,-0.04,-2.92,73802273.0,Bayou Francois at Hwy 61 near Gonzales,at,Amite River Basin,bfgl1,River Stage/Flow Location,73802273.0,30.227222,90.899444,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=bfgl1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,73802282.0,-2.6,Amite River Basin
7035,73802282.0,"New River Canal near Sorrento, LA",30.1894,-90.7862,8070204.0,CST,0,,0000-00-00 00:00:00,1.5,ft,2022-08-14 17:45:00,,,-0.04,-2.6,73802282.0,New River Canal near Sorrento,at,Amite River Basin,nrsl1,River Stage/Flow Location,73802282.0,30.189167,90.786111,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=nrsl1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,738022395.0,-2.34,Amite River Basin
7144,738022395.0,"Black Bayou at Hwy 621 near Prairieville, LA",30.2694,-90.9169,8070204.0,CST,0,,0000-00-00 00:00:00,1.25,ft,2022-08-14 17:15:00,,,-0.03,-2.34,738022395.0,Black Bayou at H 621 near Praireville,at,Amite River Basin,blbl1,River Stage/Flow Location,738022395.0,30.269444,90.916944,lix,lmrfc,la,5.0,South Atlantic-Gulf Region,CST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=blbl1,hgirg,Yes,W,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,,,,,,15239900.0,-1.19,Anchor River
6772,15239900.0,ANCHOR R NR ANCHOR POINT AK,59.7466,-151.755,19020301.0,AKST,0,,0000-00-00 00:00:00,0.83,ft,2022-08-14 14:45:00,,,-0.01,-1.19,15239900.0,New Sterling Hwy,at,Anchor River,apta2,River Stage/Flow Location,15239900.0,59.747222,151.753056,pafc,aprfc,ak,122.0,Alaska Region,AKST,No,,7.0,8.0,9.0,11.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=apta2,hgirz,Yes,W,-9999 Feet,Summer-only,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,159.6,,,,,2310000.0,-0.1,Anclote River (FL)
1408,2310000.0,"ANCLOTE RIVER AT LITTLE RD NEAR ELFERS, FL",28.2142,-82.6665,3100207.0,EST,50.9,cfs,2022-08-14 18:30:00,9.76,ft,2022-08-14 18:30:00,-0.4,-0.78,-0.01,-0.1,2310000.0,Elfers at Little Road,near,Anclote River (FL),elff1,River Stage/Flow Location,2310000.0,28.213889,82.666667,tbw,serfc,fl,101.0,South Atlantic-Gulf Region,EST,No,,18.0,20.0,22.0,24.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tbw&gage=elff1,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD 1929,0.0,,,,,1054000.0,3.26,Androscoggin River
41,1054000.0,"Androscoggin River near Gorham, NH",44.4358,-71.1903,1040001.0,EST,1490,cfs,2022-08-14 18:15:00,3.17,ft,2022-08-14 18:15:00,100.0,7.19,0.1,3.26,1054000.0,Gorham,at,Androscoggin River,grmn3,River Stage/Flow Location,1054000.0,44.435833,71.1903,gyx,nerfc,nh,0.0,New England Region,EST,No,,7.0,8.0,10.0,12.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=grmn3,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 29,832.88,,,,,1054500.0,-1.75,Androscoggin River
42,1054500.0,"Androscoggin River at Rumford, Maine",44.5519,-70.5442,1040002.0,EST,1600,cfs,2022-08-14 18:45:00,3.36,ft,2022-08-14 18:45:00,-100.0,-5.88,-0.06,-1.75,1054500.0,Rumford,at,Androscoggin River,rmfm1,River Stage/Flow Location,1054500.0,44.5519,70.5441,gyx,nerfc,me,0.0,New England Region,EST,No,420 ft,13.0,15.0,17.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=rmfm1,hgirg,Yes,W,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 29,420.0,,420 ft,,,8036500.0,0.1,Angelina River
5094,8036500.0,"Angelina Rv nr Alto, TX",31.6718,-94.9527,12020004.0,CST,21.1,cfs,2022-08-14 17:30:00,9.92,ft,2022-08-14 17:30:00,0.27,1.3,0.01,0.1,8036500.0,Alto,near,Angelina River,alot2,River Stage/Flow Location,8036500.0,31.67184,94.95271,shv,wgrfc,tx,5.0,Texas-Gulf Region,CST,No,194.30 ft,28.5,29.0,31.0,33.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=alot2,hgirg,Yes,W,0 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,214.3,,194.30 ft,,,8037180.0,-0.01,Angelina River
5095,8037180.0,"Angelina Rv at Hwy 59 nr Lufkin, TX",31.4572,-94.7263,12020004.0,CST,22.4,cfs,2022-08-14 17:45:00,153.27,ft,2022-08-14 17:45:00,-0.24,-1.06,-0.01,-0.01,8037180.0,Lufkin,near,Angelina River,luft2,River Stage/Flow Location,8037180.0,31.457222,94.726111,shv,wgrfc,tx,5.0,Texas-Gulf Region,CST,No,,160.0,161.0,171.0,178.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=luft2,hgirg,Yes,W,150 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD 1988,0.0,0.00 feet,,,,9363500.0,-0.22,Animas River
5693,9363500.0,"ANIMAS RIVER NEAR CEDAR HILL, NM",37.0366,-107.875,14080104.0,MST,280,cfs,2022-08-14 16:00:00,4.6,ft,2022-08-14 16:00:00,-4.0,-1.41,-0.01,-0.22,9363500.0,Cedar Hill,above,Animas River,cdrc2,River Stage/Flow Location,9363500.0,37.036667,107.875278,abq,cbrfc,co,67.0,Upper Colorado Region,MST,No,5960 ft,9.5,10.5,11.5,12.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=cdrc2,hgirg,Yes,W,0 Feet,Year-round,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,5960.0,,5960 ft,,,9364010.0,-0.69,Animas River
5694,9364010.0,"ANIMAS RIVER BELOW AZTEC, NM",36.8184,-108.023,14080104.0,MST,288,cfs,2022-08-14 16:15:00,5.76,ft,2022-08-14 16:15:00,-15.0,-4.95,-0.04,-0.69,9364010.0,Aztec,at,Animas River,azrn5,River Stage/Flow Location,9364010.0,36.817778,108.024444,abq,cbrfc,nm,45.0,Upper Colorado Region,MST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=azrn5,hgirg,Yes,W,0 Feet,No routine,No,No,No,US Geological Survey,No,No,,,,NGVD29,5560.0,,,,,9364500.0,-0.46,Animas River
5695,9364500.0,"ANIMAS RIVER AT FARMINGTON, NM",36.7225,-108.202,14080104.0,MST,179,cfs,2022-08-14 16:30:00,4.35,ft,2022-08-14 16:30:00,-8.0,-4.28,-0.02,-0.46,9364500.0,Farmington,at,Animas River,arfn5,River Stage/Flow Location,9364500.0,36.7225,108.201944,abq,cbrfc,nm,45.0,Upper Colorado Region,MST,No,5280 ft,9.0,10.0,12.0,14.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=arfn5,hgirg,Yes,W,-9999 Feet,Year-round,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,5280.0,,5280 ft,,,13131000.0,0.23,Antelope Creek (ID)
