,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,flow_chg,flow_chg_percent,stage_chg,stage_chg_percent,USGSstationID,location name,proximity,river/water-body name,nws shef id,location type,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum,site_no_shift,stage_chg_percent_shift,river/water-body name_shift,jam_status
2886,4124200.0,"MANISTEE RIVER NEAR MESICK, MI",44.3631,-85.8209,4060103.0,EST,934,cfs,2022-08-14 17:45:00,3.55,ft,2022-08-14 17:45:00,11.0,1.19,0.02,0.57,4124200.0,Mesick (Hodenpyl Dam),near,Manistee River,mskm4,River Stage/Flow Location,4124200.0,44.363056,85.820833,apx,ncrfc,mi,101.0,Great Lakes Region,EST,No,732.22,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=apx&gage=mskm4,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,731.95,731.95,732.22,,,4125550.0,-0.12,Manistee River,jam
2956,4182830.0,"MAUMEE RIVER AT COLUMBIA ST AT FORT WAYNE, IN",41.0819,-85.1322,4100005.0,EST,0,,0000-00-00 00:00:00,12.82,ft,2022-08-14 17:00:00,,,0.02,0.16,4182830.0,Columbia St. at Ft. Wayne,at,Maumee River,cmbi3,River Stage/Flow Location,4182830.0,41.081944,85.132222,iwx,ohrfc,in,3.0,Great Lakes Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=cmbi3,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,the USGS (04182830),Yes,No,,,,NAVD88,729.82,729.82,,,,4182900.0,-0.44,Maumee River,jam
1096,2146600.0,"MCALPINE CR AT SARDIS ROAD NEAR CHARLOTTE, NC",35.1378,-80.7675,3050103.0,EST,2.2,cfs,2022-08-14 18:55:00,0.54,ft,2022-08-14 18:55:00,0.14,6.8,0.01,1.89,2146600.0,Sardis Road,below,McAlpine Creek,maln7,River Stage/Flow Location,2146600.0,35.137778,80.7675,gsp,serfc,nc,119.0,South Atlantic-Gulf Region,EST,No,,14.0,20.0,26.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=maln7,hgirr,Yes,W,0 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,NAVD88,552.36,,,,,2146750.0,-0.78,McAlpine Creek,jam
2769,4066003.0,"MENOMINEE RIVER BELOW PEMENE CREEK NR PEMBINE, WI",45.5795,-87.787,4030108.0,CST,2450,cfs,2022-08-14 17:00:00,8.06,ft,2022-08-14 17:00:00,20.0,0.82,0.01,0.12,4066003.0,Pembine,near,Menominee River,pbiw3,River Stage/Flow Location,4066003.0,45.579444,87.786944,grb,ncrfc,wi,75.0,Great Lakes Region,CST,No,,14.0,16.0,17.0,18.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=pbiw3,hgirp,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,740.0,740 ft,,,,4066030.0,-0.27,Menominee River,jam
4489,7014500.0,"Meramec River near Sullivan, MO",38.1585,-91.1085,7140102.0,CST,641,cfs,2022-08-14 17:30:00,3.28,ft,2022-08-14 17:30:00,45.0,7.55,0.08,2.5,7014500.0,Sullivan,near,Meramec River,sllm7,River Stage/Flow Location,7014500.0,38.158528,91.108472,lsx,ncrfc,mo,55.0,Upper Mississippi Region,CST,No,581.82 ft,9.0,11.0,20.0,29.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=sllm7,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD 1988,582.16,,581.82 ft,,,7019000.0,-0.29,Meramec River,jam
4497,7019130.0,"Meramec River at Valley Park, MO",38.5466,-90.485,7140102.0,CST,0,,0000-00-00 00:00:00,-1.97,ft,2022-08-14 17:30:00,,,-0.01,0.51,7019130.0,Valley Park,at,Meramec River,vllm7,River Stage/Flow Location,7019130.0,38.546667,90.485,lsx,ncrfc,mo,189.0,Upper Mississippi Region,CST,No,391.54 ft,11.0,18.0,21.0,27.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=vllm7,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD 1988,391.22,391.22 ft,391.54 ft,,,7019210.0,-0.4,Meramec River,jam
66,1096508.0,"MERRIMACK RIVER AT NASHUA, NH",42.7634,-71.4428,1070002.0,EST,0,,0000-00-00 00:00:00,4.52,ft,2022-08-14 18:45:00,,,0.01,0.22,1096508.0,Nashua,at,Merrimack River,nshn3,River Stage/Flow Location,1096508.0,42.76173,71.44404,gyx,nerfc,nh,0.0,New England Region,EST,No,0.702,16.0,18.0,26.0,35.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=nshn3,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,0.0,0,0.702,,,1100500.0,-3.65,Merrimack River,jam
3847,6154100.0,Milk River near Harlem MT,48.4896,-108.759,10050004.0,MST,492,cfs,2022-08-14 16:30:00,5.89,ft,2022-08-14 16:30:00,2.0,0.41,0.02,0.34,6154100.0,Harlem,near,Milk River,hrlm8,River Stage/Flow Location,6154100.0,48.489444,108.757778,tfx,mbrfc,mt,5.0,Missouri Region,MST,No,2319.4 ft,20.0,21.0,23.0,25.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=hrlm8,hgirg,Yes,W,-9999 Feet,High Water,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD29,2319.4,,2319.4 ft,,,6155500.0,-0.62,Milk River,jam
2338,3294550.0,"MILL CREEK CUTOFF NEAR LOUISVILLE, KY",38.1776,-85.8669,5140101.0,EST,1.12,cfs,2022-08-14 18:15:00,2.73,ft,2022-08-14 18:15:00,0.06,5.66,0.01,0.37,3294550.0,Pleasure Ridge Park,near,Mill Creek (KY),prpk2,River Stage/Flow Location,3294550.0,38.1775,85.866944,lmk,ohrfc,ky,111.0,Ohio Region,EST,No,414.28,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=prpk2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NGVD29,414.28,,414.28,,,3294570.0,-1.09,Mill Creek (KY),jam
3292,5267000.0,"MISSISSIPPI RIVER NEAR ROYALTON, MN",45.8261,-94.3553,7010201.0,CST,5010,cfs,2022-08-14 17:15:00,9.8,ft,2022-08-14 17:15:00,60.0,1.21,0.02,0.2,5267000.0,Royalton,near,Mississippi River,blhm5,River Stage/Flow Location,5267000.0,45.826111,94.355,mpx,ncrfc,mn,97.0,Upper Mississippi Region,CST,No,1040.04 ft,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mpx&gage=blhm5,hgirg,Yes,W,1.5 KCFS,,Yes,No,Yes,MN Power & USGS (05267000),Yes,No,,,,1929,1040.0,,1040.04 ft,,0,5270700.0,-0.39,Mississippi River,jam
3739,5587450.0,"Mississippi River at Grafton, IL",38.968,-90.429,7110009.0,CST,100000,cfs,2022-08-14 17:30:00,15.7,ft,2022-08-14 17:30:00,900.0,0.91,0.01,0.06,5587450.0,Grafton,at,Mississippi River,grfi2,River Stage/Flow Location,5587450.0,38.968056,90.428889,lsx,ncrfc,il,83.0,Upper Mississippi Region,CST,No,403.79 ft,18.0,20.0,24.0,29.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=grfi2,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 1929,403.79,403.21 ft,403.79 ft,,,5587498.0,-0.05,Mississippi River,jam
3809,6078200.0,Missouri River near Ulm MT,47.435,-111.388,10030102.0,MST,4020,cfs,2022-08-14 16:00:00,3.46,ft,2022-08-14 16:00:00,10.0,0.25,0.01,0.29,6078200.0,Ulm,near,Missouri River,ulmm8,River Stage/Flow Location,6078200.0,47.434967,111.388444,tfx,mbrfc,mt,13.0,Missouri Region,MST,No,,13.0,13.5,15.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=ulmm8,hgirg,Yes,W,-9999 Feet,Summer-only,No,Yes,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,3313.27,,,,3313.27 ft,6090300.0,-0.62,Missouri River,jam
3818,6090800.0,Missouri River at Fort Benton MT,47.8169,-110.666,10030102.0,MST,4580,cfs,2022-08-14 16:30:00,2.28,ft,2022-08-14 16:30:00,30.0,0.66,0.01,0.44,6090800.0,Fort Benton,at,Missouri River,fbnm8,River Stage/Flow Location,6090800.0,47.816911,110.666142,tfx,mbrfc,mt,15.0,Missouri Region,MST,No,2614.05 ft,13.0,13.5,15.0,17.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=fbnm8,hgirg,Yes,W,-9999 Feet,Summer-only,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,2614.05,,2614.05 ft,,,6109500.0,-0.3,Missouri River,jam
3832,6115200.0,Missouri River near Landusky MT,47.6314,-108.688,10040104.0,MST,5910,cfs,2022-08-14 16:00:00,13.75,ft,2022-08-14 16:00:00,140.0,2.43,0.08,0.59,6115200.0,Landusky,near,Missouri River,ldkm8,River Stage/Flow Location,6115200.0,47.631431,108.687744,tfx,mbrfc,mt,27.0,Missouri Region,MST,No,2239.96 ft,26.0,27.0,29.0,33.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=ldkm8,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,2239.96,,2239.96 ft,,,6177000.0,-0.91,Missouri River,jam
4017,6442996.0,"LAKE FRANCIS CASE AT CHAMBERLAIN, SD",43.8161,-99.3273,10140101.0,CST,0,,0000-00-00 00:00:00,55.82,ft,2022-08-14 17:30:00,,,0.07,0.13,6442996.0,Chamberlain,at,Missouri River,cbls2,River Stage/Flow Location,6442996.0,43.816111,99.326944,fsd,mbrfc,sd,15.0,Missouri Region,CST,No,,63.0,65.0,68.0,70.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=cbls2,hpirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,1301.0,1301,,,,6453620.0,-0.05,Missouri River,jam
4047,6467500.0,"Missouri River at Yankton, SD",42.8661,-97.394,10170101.0,CST,0,,0000-00-00 00:00:00,11.38,ft,2022-08-14 17:30:00,,,0.01,0.09,6467500.0,Yankton,at,Missouri River,yans2,River Stage/Flow Location,6467500.0,42.866111,97.393611,fsd,mbrfc,sd,135.0,Missouri Region,CST,No,1139.68,18.0,20.0,21.0,23.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=yans2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,1140.2,1140.2,1139.68,,,6478526.0,-0.05,Missouri River,jam
4107,6486000.0,"Missouri River at Sioux City, IA",42.4858,-96.4139,10230001.0,CST,33400,cfs,2022-08-14 17:00:00,12.02,ft,2022-08-14 17:00:00,100.0,0.3,0.03,0.25,6486000.0,Sioux City,at,Missouri River,sscn1,River Stage/Flow Location,6486000.0,42.485833,96.413611,fsd,mbrfc,ne,43.0,Missouri Region,CST,No,,25.0,30.0,33.0,36.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=sscn1,hgirg,Yes,W,-9999 Feet,Year-round,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,1057.421,1057.421 ft,,,,6610000.0,-0.07,Missouri River,jam
4247,6810070.0,"Missouri River at Brownville, NE",40.3989,-95.6533,10240005.0,CST,33700,cfs,2022-08-14 17:15:00,23.63,ft,2022-08-14 17:15:00,,,0.01,0.04,6810070.0,Brownville,at,Missouri River,bron1,River Stage/Flow Location,6810070.0,40.39889,95.6533,oax,mbrfc,ne,127.0,Missouri Region,CST,No,,33.0,34.0,38.5,43.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=bron1,hgirg,Yes,W,16.5 Feet,Year-round,Yes,No,Yes,the Army Corps of Engineers,Yes,Yes,Yes,Yes,Yes,NAVD88,859.947,859.947 ft,,,,6813500.0,-0.15,Missouri River,jam
4396,6894650.0,"Missouri River at Napoleon, MO",39.1332,-94.0642,10300101.0,CST,34700,cfs,2022-08-14 17:00:00,5.62,ft,2022-08-14 17:00:00,100.0,0.29,0.01,0.18,6894650.0,Napoleon,at,Missouri River,napm7,River Stage/Flow Location,6894650.0,39.133169,94.064225,eax,mbrfc,mo,107.0,Missouri Region,CST,No,,14.0,17.0,25.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=napm7,hgirg,Yes,W,-9999 Feet,Year-round,No,No,No,,Yes,Yes,Yes,Yes,No,NAVD88,680.14,680.14 ft,,,,6895500.0,-0.31,Missouri River,jam
4414,6906500.0,"Missouri River at Glasgow, MO",39.2223,-92.8488,10300102.0,CST,36000,cfs,2022-08-14 17:30:00,9.76,ft,2022-08-14 17:30:00,100.0,0.28,0.02,0.21,6906500.0,Glasgow,at,Missouri River,glzm7,River Stage/Flow Location,6906500.0,39.222222,92.848611,eax,mbrfc,mo,89.0,Missouri Region,CST,No,,22.0,25.0,27.0,32.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=glzm7,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,No,NAVD88,586.65,586.65 ft,,,,6909000.0,-0.35,Missouri River,jam
4422,6910450.0,"Missouri River at Jefferson City, MO",38.5871,-92.1786,10300102.0,CST,39300,cfs,2022-08-14 17:45:00,4.32,ft,2022-08-14 17:45:00,,,0.01,0.23,6910450.0,Jefferson City,at,Missouri River,jffm7,River Stage/Flow Location,6910450.0,38.587111,92.178639,lsx,mbrfc,mo,51.0,Missouri Region,CST,No,520.13 feet,21.0,23.0,25.0,30.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=jffm7,hgirg,Yes,W,-9999 Feet,Year-round,Yes,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,No,NAVD 88,520.18,520.18 feet,520.13 feet,,,6934500.0,-0.44,Missouri River,jam
186,1342602.0,MOHAWK RIVER NEAR UTICA NY,43.0937,-75.1579,2020004.0,EST,287,cfs,2022-08-14 17:30:00,4.31,ft,2022-08-14 17:30:00,3.0,1.06,0.01,0.23,1342602.0,Utica,at,Mohawk River,ucan6,River Stage/Flow Location,1342602.0,43.108611,75.222222,aly,nerfc,ny,0.0,Mid Atlantic Region,EST,No,0 ft,401.0,403.0,405.0,407.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=ucan6,hpirz,Yes,W,-9999 Feet,High Water,No,No,No,US Geological Survey,Yes,No,,,,NGVD 1929,0.0,,0 ft,,,1347000.0,-0.4,Mohawk River,jam
1931,3063000.0,"Monongahela R L&D8 (Lower Pool) @ Point Marion, PA",39.727,-79.9114,5020003.0,EST,0,,0000-00-00 00:00:00,12.16,ft,2022-08-14 18:15:00,,,0.04,0.33,3063000.0,Point Marion Lock and Dam (lower pool),at,Monongahela River,pmrp1,River Stage/Flow Location,3063000.0,39.726944,79.911667,pbz,ohrfc,pa,59.0,Ohio Region,EST,No,782.5,20.0,26.0,27.0,28.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=pmrp1,htirg,Yes,W,-9999 Feet,Year-round,No,No,No,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD29,782.5,,782.5,,,3072655.0,-0.08,Monongahela River,jam
6641,14183000.0,"NORTH SANTIAM RIVER AT MEHAMA, OR",44.789,-122.619,17090005.0,PST,1130,cfs,2022-08-14 15:45:00,3.12,ft,2022-08-14 15:45:00,10.0,0.89,0.01,0.32,14183000.0,Mehama,at,N Santiam River,meho3,River Stage/Flow Location,14183000.0,44.789167,122.618611,pqr,nwrfc,or,47.0,Pacific Northwest Region,PST,No,602.49 ft,8.6,11.0,0.0,13.5,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=meho3,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,No,No,Yes,NGVD29,602.49,,602.49 ft,,,14184100.0,-0.07,N Santiam River,jam
1506,2336340.0,"NANCY CREEK AT JOHNSON FERRY RD, AT CHAMBLEE, GA",33.8978,-84.3453,3130001.0,EST,10.2,cfs,2022-08-14 18:30:00,3.93,ft,2022-08-14 18:30:00,0.27,2.72,0.01,0.26,2336340.0,Johnson Ferry Road near Chamblee,at,Nancy Creek,ncdg1,Stage/Flow and Precipitation Location,2336340.0,33.897778,84.345556,ffc,serfc,ga,89.0,South Atlantic-Gulf Region,EST,No,,15.0,16.0,20.0,24.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ncdg1,hgirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,837.47,,850 ft,,,2336410.0,-0.54,Nancy Creek,jam
5381,8164370.0,"Navidad Rv at Morales, TX",29.1355,-96.7444,12100102.0,CST,0,,0000-00-00 00:00:00,6.46,ft,2022-08-14 17:00:00,,,0.01,0.16,8164370.0,Morales,near,Navidad River,mrat2,River Stage/Flow Location,8164370.0,29.135278,96.744167,hgx,wgrfc,tx,239.0,Texas-Gulf Region,CST,No,,15.0,29.0,30.0,34.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=mrat2,hgirg,Yes,W,-9999 Feet,High Water,No,No,No,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD29,65.44,,,,,8164390.0,-0.83,Navidad River,jam
5089,8033000.0,"Neches Rv nr Diboll, TX",31.133,-94.8099,12020002.0,CST,59.5,cfs,2022-08-14 17:15:00,1.07,ft,2022-08-14 17:15:00,1.1,1.88,0.01,0.94,8033000.0,Diboll,near,Neches River,dibt2,River Stage/Flow Location,8033000.0,31.13296,94.80993,shv,wgrfc,tx,5.0,Texas-Gulf Region,CST,No,134.46 ft,11.5,12.0,17.0,20.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=dibt2,hgirg,Yes,W,0 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NGVD 1929,136.46,,134.46 ft,,,8033500.0,-0.77,Neches River,jam
946,2087183.0,"NEUSE RIVER NEAR FALLS, NC",35.94,-78.5808,3020201.0,EST,97.9,cfs,2022-08-14 18:15:00,1.13,ft,2022-08-14 18:15:00,1.6,1.66,0.01,0.89,2087183.0,Neuse River Below Falls Dam,above,Neuse River,neun7,River Stage/Flow Location,2087183.0,35.94,78.575556,rah,serfc,nc,183.0,South Atlantic-Gulf Region,EST,No,,5.0,6.0,7.0,8.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=neun7,hgirg,Yes,W,-9999 Feet,No routine,No,No,No,US Geological Survey,No,No,,,,NAVD88,198.4,,,,,2087500.0,-0.61,Neuse River,jam
1437,2321000.0,NEW RIVER NR LAKE BUTLER FLA,29.9983,-82.274,3110206.0,EST,31.4,cfs,2022-08-14 18:45:00,3.41,ft,2022-08-14 18:45:00,1.2,3.97,0.04,1.19,2321000.0,Lake Butler (in NAVD88),near,New River,nrbf1,River Stage/Flow Location,2321000.0,29.998056,82.274167,jax,serfc,fl,125.0,South Atlantic-Gulf Region,EST,No,0.88,89.0,91.0,92.5,94.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=nrbf1,hgirg,Yes,W,84.3 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,0.0,0,0.88,,,3165500.0,-1.23,New River,jam
2373,3310000.0,"NORTH FORK NOLIN RIVER AT HODGENVILLE, KY",37.5781,-85.7536,5110001.0,EST,8.49,cfs,2022-08-14 18:15:00,3.76,ft,2022-08-14 18:15:00,0.73,9.41,0.03,0.8,3310000.0,Hodgenville,at,Nolin River,hgvk2,River Stage/Flow Location,3310000.0,37.578056,85.753611,lmk,ohrfc,ky,123.0,Ohio Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=hgvk2,hgirg,Yes,W,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,,,,NAVD88,693.0,693,,,,3310300.0,-0.69,Nolin River,jam
4754,7239300.0,"North Canadian River blw Weavers Ck nr Watonga, OK",35.812,-98.4209,11100301.0,CST,401,cfs,2022-08-14 17:30:00,10.16,ft,2022-08-14 17:30:00,4.0,1.01,0.02,0.2,7239300.0,Watonga,near,North Canadian River,wato2,River Stage/Flow Location,7239300.0,35.811989,98.420905,oun,abrfc,ok,11.0,Arkansas-White-Red Region,CST,No,1453.6,13.0,15.0,17.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=wato2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD29,1453.6,,1453.6,,,7239450.0,-0.32,North Canadian River,jam
4761,7241550.0,"North Canadian River near Harrah, OK",35.5003,-97.1939,11100302.0,CST,41.8,cfs,2022-08-14 17:00:00,2.85,ft,2022-08-14 17:00:00,1.3,3.21,0.01,0.35,7241550.0,Harrah,near,North Canadian River,hrho2,River Stage/Flow Location,7241550.0,35.500341,97.193919,oun,abrfc,ok,109.0,Arkansas-White-Red Region,CST,No,1055.69,11.0,14.0,16.0,18.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=hrho2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,1055.69,,1055.69,,,7242000.0,-0.2,North Canadian River,jam
2421,3331040.0,"PIKE LAKE AT WARSAW, IN",41.2623,-85.85,5120106.0,EST,0,,0000-00-00 00:00:00,5.93,ft,2022-08-14 17:00:00,,,0.01,0.17,3331040.0,Pike Lake at Warsaw,at,Northern Indiana Lakes,piki3,River Stage/Flow Location,3331040.0,41.262222,85.85,iwx,ohrfc,in,85.0,Ohio Region,EST,No,800,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=piki3,hpirg,Yes,W,-9999 Feet,Data Point,Yes,No,Yes,the USGS (03331040),Yes,No,,,,NGVD29,800.0,,800,,,3331440.0,-0.3,Northern Indiana Lakes,jam
5504,8210000.0,"Nueces Rv nr Three Rivers, TX",28.4275,-98.1781,12110111.0,CST,30,cfs,2022-08-14 17:15:00,1.36,ft,2022-08-14 17:15:00,3.6,13.64,0.05,3.82,8210000.0,Three Rivers,near,Nueces River,thet2,River Stage/Flow Location,8210000.0,28.427222,98.177778,crp,wgrfc,tx,297.0,Texas-Gulf Region,CST,No,99.26,20.0,25.0,27.0,35.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=thet2,hgirg,Yes,W,-9999 Feet,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,No,Yes,NGVD29,99.26,,99.26,,99.26 ft,8210500.0,-0.01,Nueces River,jam
1471,2330000.0,"OCHLOCKONEE RIVER NR BLOXHAM, FLA.",30.3833,-84.6549,3120003.0,EST,1590,cfs,2022-08-14 18:15:00,8.91,ft,2022-08-14 18:15:00,60.0,3.92,0.16,1.83,2330000.0,Bloxham (SR 20),near,Ochlockonee River,blxf1,River Stage/Flow Location,2330000.0,30.383056,84.655,tae,serfc,fl,73.0,South Atlantic-Gulf Region,EST,No,24.46,16.0,20.0,23.0,27.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=blxf1,hgirg,Yes,W,3 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,,24.46,,24.46,,,2330150.0,-0.09,Ochlockonee River,jam
1311,2223000.0,"OCONEE RIVER AT MILLEDGEVILLE, GA",33.0902,-83.2148,3070102.0,EST,5950,cfs,2022-08-14 18:45:00,11.36,ft,2022-08-14 18:45:00,840.0,16.44,0.44,4.03,2223000.0,Milledgeville,at,Oconee River,mlgg1,Stage/Flow and Precipitation Location,2223000.0,33.089444,83.215556,ffc,serfc,ga,9.0,South Atlantic-Gulf Region,EST,No,,20.0,22.0,32.0,38.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=mlgg1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,230.3,230.3 ft,,,,2223248.0,-1.48,Oconee River,jam
1226,2202500.0,"OGEECHEE RIVER NEAR EDEN, GA",32.1901,-81.4159,3060202.0,EST,272,cfs,2022-08-14 18:15:00,2.2,ft,2022-08-14 18:15:00,3.0,1.12,0.01,0.46,2202500.0,Eden,near,Ogeechee River,edeg1,River Stage/Flow Location,2202500.0,32.190101,81.416335,chs,serfc,ga,103.0,South Atlantic-Gulf Region,EST,No,17.887,10.0,11.0,14.0,16.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=edeg1,hgirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,No,Yes,NAVD88,17.06,17.06,17.887,,,2203536.0,-28.35,Ogeechee River,jam
1969,3085730.0,Ohio River at Emsworth Dam Upper Pool @ Emsworth,40.5039,-80.0856,5030101.0,EST,0,,0000-00-00 00:00:00,16.55,ft,2022-08-14 18:45:00,,,0.02,0.12,3085730.0,Emsworth L/d  Pool,above,Ohio River,emxp1,River Stage/Flow Location,3085730.0,40.505278,80.089722,pbz,ohrfc,pa,3.0,Ohio Region,EST,No,,0.0,0.0,0.0,0.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=emxp1,hpirg,Yes,W,-9999 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,,,,NGVD29,694.0,,,,,3085734.0,-0.43,Ohio River,jam
2001,3108500.0,"Ohio River at Montgomery Lock & Dam, Lower Pool",40.6473,-80.3887,5030101.0,EST,0,,0000-00-00 00:00:00,12.8,ft,2022-08-14 18:45:00,,,0.02,0.16,3108500.0,Montgomery Lock and Dam,at,Ohio River,mgyp1,River Stage/Flow Location,3108500.0,40.647222,80.388889,pbz,ohrfc,pa,7.0,Ohio Region,EST,No,652.52 ft,23.3,33.0,36.0,38.0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=mgyp1,htirg,Yes,W,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD29,652.5,,652.52 ft,,,3110690.0,-0.16,Ohio River,jam
